id,name,urlname,link,rating,created,description,organiserName,organiserMemberId
1800928,"Houston NICU Family Meetup Group","Houston-NICU-Parent-Meetup-Group","http://www.meetup.com/Houston-NICU-Parent-Meetup-Group/",4.93,1300486692000,"<p>Welcome to the Preemie Prints Houston chapter meetup group to offer support by connecting past &amp; present NICU families. The NICU experience does not compare to anything else. It's one of those life changing events that no one truly understands unless they too have experienced it. You will undoubtably face a roller coaster of emotions and both physical and mental fatigue. We hope our variety of programs will share hope with many NICU families traveling this difficult road!</p>
<p>Preemie Prints offers individual support, NICU H.O.P.E. Meetings (face to face group support) handmade gift items, complimentary NICU and NICU graduate (up to 1 year) photography, a very active inspirational and informational facebook page, multiple private online NICU support groups, an online prayer wall, and a website/blog full of inspiring stories and information. Our combination of programs is very unique and a way to support and connect NICU, preemie, and angel families. <span>Please visit the website to learn more:</span></p>
<p>Website/Blog - www.preemieprints.orgOrganization Facebook Page - https://www.facebook.com/PreemiePrintsPrivate FB Group for Houston NICU parents - https://www.facebook.com/groups/151350311701628/Houston Chapter Leader - Jeanna@preemieprints.org</p>
<p><br>

We hope to meet you at an upcoming NICU H.O.P.E. meeting, sewing meeting, or event!</p>","Amber Collier",13766267
18649952,"Houston Events Meetup","eventsinhouston","http://www.meetup.com/eventsinhouston/",5,1433464748000,"<p>Have you ever wondered what kind of events are going on in the Houston area? Well we hope to be the home of all of the happenings and goings on in the Houston area. If you have an event or know an event going on please let us know about it so we can post. We want to get more people connected in Houston and let every know all the great things that this city has to offer.</p>","Brett Quigley",187992793
18381154,"Houston Business Intelligence Professionals","Houston-BI-Professionals","http://www.meetup.com/Houston-BI-Professionals/",4.92,1422289247000,"<p>This is a local Houston community to share knowledge, experiences and best practices in Business Intelligence in general, not restricted to any platform or tool. Monthly meetings. All skills are welcome.</p>","Kyle Hale",184121784
20115300,"Christian Synergy","Christian-Synergy","http://www.meetup.com/Christian-Synergy/",5,1466911035000,"<p><img src=""http://photos2.meetupstatic.com/photos/event/d/3/7/f/600_451794143.jpeg""></p>
<p>This group was created to serve as an avenue for Christian friendships, Mentorships or partnerships to develop rather they be individual or corporate doesn't matter one bit. This group is for any one who shares in the common goal which is kingdom building . <br><br></p>
<p>Our motto : The people matter most.</p>
<p>&nbsp;we have three types of meet ups&nbsp;</p>
<p>1 men only</p>
<p>2 women only&nbsp;</p>
<p>3 Men and Women together.</p>
<p>Things we do : Fellowship, Mentor, Volunteer, Bible studies, Financial Peace University, Men of Valor Seminar, Host Events, Talk Show Hosting, Lady Talk, Discussion Panels, Youth Advocacy, Spiritual Development training, Business building, Business Networking, Employment Assistance, Retreats, Travel, Prayer Parties, Praise Concerts, Arts and Craft, Coupon Classes, Christian Comedy and Poetry, Story Telling, Movie Nights, Healthy Living, Cycling, BBQ Picnics, Luncheons and etc.......</p>
<p> <br></p>
<p>We have a open invitation to Pastors, First Ladies, Christians and &nbsp;other christian meet ups too, however there are 7 things that we do not invite .</p>
<p><span>PROVERB 6:16-19 six things the Lord hates and the seventh is an abomination .&nbsp;</span></p>
<p><span>Pride and Arrogance. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Eyes that show pride,</span></p>
<p><span><span>Liars. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Tongues that tell lies,</span></span> <br><span><span>Murderers. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Hands that kill innocent people</span></span></p>
<p><span><span>Selfish Ambition. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Hearts that plan evil things to do.&nbsp;</span></span></p>
<p><span><span>Evil Busy Bodies. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Feet that run to do evil&nbsp;</span></span></p>
<p>False Testifiers &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Witnesses in court who tell lies,</p>
<p><span>DISCORD &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Anyone who causes family members to fight. Spiritual or Physical Family&nbsp;</span></p>
<p><span> <br></span></p>
<p><span>These 7 hurt people and our mission is to unite and build people thus these will not be tolerated.</span></p>
<p><span><span> <a href=""http://mymcchurch.org/index.php/christian-synergy/"">VISIT SITE</a> <br></span></span></p>","Chamikia Akindoju",197985354
20364647,"Movie Theatre Showings of Re-Released Films (Age: 20s-30s)","Theatrical-Screenings-of-Classics-Indie-Films-20s-30s","http://www.meetup.com/Theatrical-Screenings-of-Classics-Indie-Films-20s-30s/",0,1472444551000,"<p>Like many film fans I like watching cult classics, especially on the big screen.</p>
<p>Movie theatres throughout the Houston-area frequently provide opportunities to see big screen presentations of both classic and cult-classic films (such as Pulp Fiction, Star Wars, the Big Lebowski, etc.). I have attended showings for many of the films listed below. I also plan to check out more screenings in the weeks and months to come, and so should you! I created this group with the hope that us young film fans could meet, greet, and connect through watching great films on the big screen.</p>
<p>These theatrical viewings include the following, among many others: 2001: A Space Odyssey, Ghostbusters, The Godfather (Parts 1&amp; II), The Crow, Lawrence of Arabia, Pulp Fiction, The Shining, Akira, Notorious, Beetlejuice, Clockwork Orange, Bladerunner, Robocop, Eraserhead, Psycho, Alien, Halloween, The Big Lebowski, On the Waterfront, Terminator (1 &amp; 2), Blue Velvet, Fight Club, Star Wars (the original trilogy), North by Northwest, The Thing, Seven Samurai, Citizen Kane, the list goes on…</p>
<p>In addition to seeing re-released classics, group events will also include screenings of smaller/independent films as well as blockbusters. (I love all film!) I will be posting events for film screenings, and I encourage others to do so as well. I’m excited about the connections that we can make through this group, and I look forward to meeting you!</p>
<p>Some minor housekeeping rules:</p>
<p>- Posting Events - Feel free to post events for film showings that interest you. But please make sure you only post about film screenings. (Exceptions of course include meetup spots, such as bars and restaurants, prior to a show.) When you post about an upcoming screening, please do the following: &lt;br&gt; 1.) List the name of the film, show time, theatre, address, and a convenient internet url address for others to conveniently purchase tickets. &lt;br&gt; 2.) Please include a convenient meetup spot so people know where to rendezvous – just to avoid confusion. (It might be fun to meet for coffee and/or drinks prior a screening.) &lt;br&gt; 3.) If you purchase a ticket for an event that includes reserved seating, please list your row and seat number on the page’s message board so others can easily book seats close to you. Also, be sure to check the online board to see where others are sitting. (There’s of course no requirement for everyone to sit with the group.)</p>
<p>- I adhere the to the Alamo Drafthouse Cinema’s “No Texting, Talking, Cell Phone Policy” which you can read at the link below: &lt;br&gt;<a href=""https://drafthouse.com/houston/theater/village/admission"" class=""linkified"">https://drafthouse.com/houston/theater/village/admission</a> &lt;br&gt;We want to be courteous other film-goers. People who have issues with talking, texting, excessive and loud whispering, as well as excessive and obnoxious laughter will be removed from the group.</p>
<p>- As the name of this meetup indicates this is a young adults’ group. Please only attend if you’re under 40. I don’t have issues with people 40+. I’m just trying to keep a young adult vibe.</p>
<p>If this all sounds exciting, please sign up to attend a film screening! Don’t be shy – we’d love to get to know you!</p>","Richard",170722082
20165692,"Christian Social Club","ChristianSocialClub","http://www.meetup.com/ChristianSocialClub/",4.89,1468117562000,"<p><b>CHRISTIAN SOCIAL CLUB</b><span> (CSC) is a fun and casual platform where Christians can meet one another</span><span>. We will host social events like dinner, movie, concert, bowling, game night, guys/girls night out, and really explore what Houston and the surrounding areas has to offer! But in addition to entertainment, we will also host volunteer/charity events. We believe that, by being together, we can encourage and inspire one another to live faithfully in His way <i>(Hebrews 10:24-25)</i>.</span> <br></p>
<p><span>All are welcome, even non-believers who are interested in exploring the belief! This club is not an initiative of any particular Church, but rather we are individuals of different background who are all committed to Christ (we actually met through Meetup.com!).</span></p>
<p><span><b>WHY DOES CSC EXIST? </b> <br>Aside from Church on the weekends or occasional Bible studies, many Christians can find themselves alone against the wickedness of this world for most days of the week. Though there are over 2 billion Christians today, the many walking amongst us in our daily lives are merely self-proclaimed (Matthew 7:21-23). Nowadays it's easier to get lost and drift astray than to fully commit in the Way. This club exist to help fill the void especially for those not having fellow devoted Christians around in a more ""normal"" or ""regular"" setting (i.e. outside of Church), and to provide fun social outing&nbsp;options that preserve Holy living.</span></p>
<p><b>MISSION:</b> <br><span>(1.) To connect devoted Christians with one another so that all can be inspired to live a righteous lifestyle and serve God regularly in accordance to the Scripture. <br></span><span>(2.) To help the ""lone"" believer(s) realize the strength and importance of the ""Body"" of Christ. <br>(3.) To provide a safe and supportive environment to discuss the Truth.</span></p>
<p><b>VISION: </b> <br> To take part in building up as many believers as possible so that they can become the ""light of the world"" spreading joy, peace, love and Truth throughout. In turn, the ultimate hope is that all others will see the light and believe that Jesus is the Way.</p>
<p><span><b>WE'RE ALWAYS SEEKING VOLUNTEER ORGANIZERS!:&nbsp;</b> <br></span><span>We know that our vision is BIG, but it is something we believe so highly in! We will definitely need help in reaching our goals.&nbsp;If you are interested in volunteering to set up event(s), let us (organizers) know! We would also LOVE to collaborate with other Meetups!</span></p>
<p>&gt;&gt;&gt;&gt;&gt;For <b>BIBLE STUDY</b>, check out our sister club: ""<a href=""http://www.meetup.com/BibleandBites/"">Bible &amp; Bites</a>"".&lt;&lt;&lt;&lt;&lt;</p>","Don",42029732
20853126,"Richmond/Sugarland/Katy Friends","Richmond-Sugarland-Katy-Friends","http://www.meetup.com/Richmond-Sugarland-Katy-Friends/",0,1477143026000,"<p>The Richmond/Sugarland/Katy community of Houston is such a diverse community that is rapidly expanding all its borders. This group will focus on bridging the community with fun, family, and genuine friendships. We will support community initiatives, professionally network, and just have some plain ole down time fun.<br>Our activities will include community walks, happy hours, mom's night out, movies, dinners, bowling, dancing, and even some travel to explore our great state and surroundings.</p>","Tijuana ",129132122
12513132,"Innovators Crew (Thinking Outside the Box...).","Innovators-Crew","http://www.meetup.com/Innovators-Crew/",5,1390851140000,"<p><span><b> Innovators Crew</b> was created to support creative innovative thinking among a network of professionals, entrepreneurs and investors such as to informally exchange information and knowledge, educate each other and benefit from the power of the group with respect to innovation and creative thinking as well as innovative entrepreneurship hopefully, working towards the creation of a national focal point for everything about innovation in Israel.</span><br>

</p>
<p>Our hope is to build a network of professionals, startups and companies as well as investors who meet up occasionally and communicate about innovation in the industrial and business world. In this respect we greatly encourage people and companies from all industrial sectors and businesses and not necessarily limit the scope to high technology. Since our group is organized around this specific vertical, please do not apply if you are a service provider for companies, as we may not accept your application.</p>
<p><b>Our Vision</b>: Developing and Nurturing an""Innovation Nation""</p>
<br>

<p><br>

</p>","Jacob Bowker",95629612
683246,"OpenCoffee and Office Hours - Async Ventures","opencoffeehouston","http://www.meetup.com/opencoffeehouston/",4.6,1189742421000,"<p><span>Houston's OpenCoffee Club is focused on building a community of entrepreneurs, investors, and techies interested in supporting our local businesses and economy. Our monthly events are informal meet-ups to network and connect while discussing the constantly changing Houston landscape. OpenCoffee also hosts the open office hours for Async Ventures(<a href=""http://async.ventures"" class=""linkified"">http://async.ventures</a>). Async Ventures is a sweat venture group dedicated to jumping into the middle of Houston Startups and helping them grow by providing Technology, Staffing, and Fund Raising support.</span></p>","Austin",1446888
16246242,"Network & Social - Houston Networking Events","Network-Social-Houston-Events","http://www.meetup.com/Network-Social-Houston-Events/",4.42,1407429538000,"<p>At their core, our events allow like-minded professionals to recognize, create, or act upon new relationships and networking opportunities. Our events offer low pressure interactions, while allowing professionals to market themselves or their company in a completely relaxed and social environment. &nbsp;Reaching over 100,000 business professionals and collegiate entrepreneurs from over 35 Industries, Network and Social hosts monthly networking events and charitable fundraisers which allow individuals to grow their professional network in their city. &nbsp;Network and Social has hosted over 100 events, and connected thousands of professional and entrepreneurs throughout the country. We guarantee our events will give you access to great new contacts with career aspirations similar to yours. &nbsp;Register for an upcoming event to experience our unique approach to networking as you make long lasting connections in your city.</p>","Steven Hooper",140631862
19512432,"Houston Data Management Association","Houston-Data-Management-Association","http://www.meetup.com/Houston-Data-Management-Association/",4.88,1454634461000,"<p>Our Group is primarily the ""Houston Chapter of DAMA International"" &nbsp;(dama.org); &nbsp;Anyone interested in Data management is invited to join our group and attend our meetups. &nbsp; However, we do accept annual dues using the PayPal link below.</p>
<p>Note: The current PayPal link displays ‘donation’ instead of ‘Membership dues’.</p> 
<p><a href=""https://urldefense.proofpoint.com/v2/url?u=https-3A__www.paypal.com_cgi-2Dbin_webscr-3Fcmd-3D-5Fs-2Dxclick-26hosted-5Fbutton-5Fid-3DCAUPF4EUVJ3UQ&amp;d=CwMGaQ&amp;c=-rOy2AjDSjLZM5Ky932q_A&amp;r=mVSOSe8QLr4BRx7LBfz8qgg9_CTsSyKChSXE2F_vi9E&amp;m=cGi6gPEm0UYb_OfqYwn29a6EM58V_WgaoG09_sgL8C8&amp;s=BfAaGGTg4-9cbZPx36PjBpV49EhHSboDxVR87O6wPQg&amp;e="">https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&amp;hosted_button_id=CAUPF4EUVJ3UQ</a></p>","Jackie Smith",111904772
20554866,"Future of Data Houston","FutureofData-Houston","http://www.meetup.com/FutureofData-Houston/",0,1475363185000,"<p>This meetup is focused on the Future of Data and the open community data projects governed by the Apache Software Foundation. Geared towards developers, data scientists and ALL Data enthusiasts who are building modern data applications. Our meetups cover all data -- data-in-motion and data-at-rest. Meetups provide an opportunity to listen, share and work hands on with other technologists in the open source and open community Apache tools.</p>","Ved",140647242
18723699,"Big Data Developers in Houston","Big-Data-Developers-in-Houston","http://www.meetup.com/Big-Data-Developers-in-Houston/",0,1436226347000,"<p>This is an IBM sponsored Big Data Meetup group. Geared towards developers, data scientists and ALL Big Data enthusiasts, our Meetups provide an opportunity to work hands on with the solutions and tools in our Big Data portfolio.</p>
<p>Our Meetups typically include a 45-60 min (max) presentation that serves as an introduction and overview for a specific Big Data technology.  It is followed by ~3 hours to collaborate with fellow developers and apply your Big Data skills.  Depending upon the location, we can provide a cloud environment that you can run through the browser of your laptop at NO cost to you. Our meetups are FREE.</p>
<p><br>Meetp topics include:<br>- Hadoop-based analytics<br>- Open Source Hadoop, SQL on Hadoop, R on Hadoop, Integration, Governance, ...<br>- Real Time Analytics & Stream Computing<br>- Text Analytics<br>- Visualization and Discovery tools for Big Data<br>- Big Data App Development<br>- Big Data & Cloud<br>- NoSQL<br>- Internet of Things (IoT)<br>- Deep dives into the technologies that makes big data processing possible<br>- Anything and everything about Big Data</p>
<p>Join us today for a hands on software development experience.</p>","Nancy Berlin",200241805
16426612,"Houston Energy Data Science Meetup","Houston-Energy-Data-Science-Meetup","http://www.meetup.com/Houston-Energy-Data-Science-Meetup/",4.8,1408205507000,"<p>This Group is for practitioners, enthusiasts, novice, and curious members in the field of Energy Data Science. The Energy industry has its own set of jargon,laws, taxes,etc., so it important that any Data Scientist network with other Data Scientists to share Subject Matter Expertise. This group is designed for this purpose.</p>","Francisco Sanchez",160299732
8488182,"Open Architecture Houston","OpenArchitectureHTX","http://www.meetup.com/OpenArchitectureHTX/",4.55,1368564722000,"<p>Welcome to <a href=""https://www.facebook.com/OpenArchitectureHTX/"">Open Architecture Houston</a>! We are a chapter of the <a href=""http://www.openarchcollab.org/"">Open Architecture Collaborative</a>, formerly Architecture for Humanity.&nbsp;</p>
<p>We are local designers working with underserved communities, contributing resources to a global network. If you are a design/construction professional, a student, or are just interested in how design can have a positive impact in our community, join us! <br></p>
<p>When people design and build their own environments, they take ownership of the places they create, sustain them long term, keep them safe, invest in them, and color them with their most precious expressions.&nbsp;<span>We bring together architects, designers, nonprofit organizations, municipalities and local community groups, enabling underserved communities to take ownership of collectively created places.</span></p>
<p>We address two problems:&nbsp;lack of hands-on community experience for young professionals and limited access to design services for marginalized communities. </p>
<br>
<p>Open Architecture Houston seeks to facilitate the inclusive creation of place and space through open, participatory design principles. We are working towards building a more sustainable future where all members of our Houston community can thrive.&nbsp;</p>
<br>","Robin Lourie",29301042
20704121,"Houston Google Local Guides","HoustonGoogleLocalGuides","http://www.meetup.com/HoustonGoogleLocalGuides/",0,1476312806000,"<p>If you love to explore our beautiful city from Katy to Galveston (you know we're all considered greater Houston Area) while sharing your adventures with the community through pictures, reviews, and ratings, you've found the perfect group! Every month, Google Local Guides gives amazing rewards for winners of different challenges that involve contributing to Google Maps. I want our group to be front and center - putting places on the map, making notable changes, taking snapshots of our beautiful city, and aligning stars with great businesses and attractions! Ultimately, we'll be creating a positive change for our community and visitors and putting ourselves ""on the map!"" Literally. Join in on the fun from the comfort of your own couch, or come out to our social gatherings; the choice is yours!</p>","Nhien",184008099
18661757,"Analytics.Club Houston","ac-iah","http://www.meetup.com/ac-iah/",0,1433893230000,"<p><a href=""http://Analytics.CLUB""></a></p>
<p><a href=""http://analytics.club/"">Analytics.CLUB</a>&nbsp;is world’s largest volunteer led data analytics community. We are all motivated and tasked to create a friendly, information sharing community for local talent pool. We also support our strong offline community with online tools to improve engagement and create deep networks so we all could learn from each other. Professionals (from Fortune 100 Chief Analytics Officers to Leading Business Analysts), join #AnalyticsCLUB to help build a strong and vibrant data analytics community. You are welcome too!</p>
<p><b>Here are some useful links:</b></p>
<p>AnalyticsCLUB Online:&nbsp;<a href=""http://analytics.club/"">https://analytics.club</a></p>
<p>Artificial Intelligence Career Coach&nbsp;<a href=""https://tao.ai/"">TAO</a>:&nbsp;<a href=""https://tao.ai/"">https://tao.ai</a></p>
<p><b>Community Guidelines:</b></p>
<p>Analytics.CLUB Meetup follows Meetup.com's&nbsp;<a href=""http://www.meetup.com/terms/"">Use of Platform</a>&nbsp;guidelines, as well as our own&nbsp;<a href=""https://analytics.club/community-guidelines/"">Community Guidelines</a>. We expect all members to respect each other acknowledge these at all times. Should you have any concern, please contact us at&nbsp;<a href=""mailto:info@Analytics.CLUB"">info@Analytics.CLUB</a>&nbsp;Thank you.</p>
<p><b>About our community:</b></p>
<p>Founded in 2013, Analytics.CLUB is the largest and fastest growing data analytics club in the world. Designed by data scientists for data analytics professionals, our community supports and empowers STEM networks, brings analytics to the 99%, and offers educational and career opportunities. Our members join online and offline meetups to promote brand/mission awareness, share resources, and hire talent.&nbsp;</p>
<p> <br></p>
<p><a class=""embedded"" href=""https://youtu.be/-LP636bbszA"">https://youtu.be/-LP636bbszA</a></p>
<p>Want to find/post jobs? Email:&nbsp;<a href=""http://jobs.analyticsweek.com/"">http://jobs.analyticsweek.com</a></p>
<p>Want to support/speak/sponsor? Email us:&nbsp;<a>info@analyticsweek.com</a></p>
<p>Questions or suggestions? We are happy to help! Contact us:&nbsp;<a>info@analyticsweek.com</a></p>
<p><b>______ Let's Stay Connected _____</b></p>
<p>Twitter:&nbsp;<a href=""https://twitter.com/analyticsclub"">https://twitter.com/analyticsclub</a>&nbsp;</p>
<p>Facebook:&nbsp;<a href=""https://www.facebook.com/analyticsweek/"">https://www.facebook.com/analyticsweek/</a></p>
<p>Youtube:&nbsp;<a href=""https://www.youtube.com/channel/UCTRnq6ldDnYDkymey_UdeSA"">https://www.youtube.com/channel/UCTRnq6ldDnYDkymey_UdeSA</a></p>
<p>Soundcloud:&nbsp;<a href=""https://soundcloud.com/analyticsweek"">https://soundcloud.com/analyticsweek</a></p>
<p>iTunes Channel:&nbsp;<a href=""http://math.im/itunes"">http://math.im/itunes</a></p>
<p>Google Play Channel:&nbsp;<a href=""http://math.im/gplay"">http://math.im/gplay</a></p>
<p>LinkedIn:&nbsp;<a href=""https://www.linkedin.com/company/analyticsweek"">https://www.linkedin.com/company/analyticsweek</a>&nbsp;</p>
<p> <br></p>","Vishal Kumar",188316848
20124927,"TIBCO Houston User Group","TIBCO-Houston-User-Group","http://www.meetup.com/TIBCO-Houston-User-Group/",0,1467135315000,"<p>TIBCO Software empowers executives, developers, and business users with Fast Data solutions that make the right data available in real time for faster answers, better decisions, and smarter action. Over the past 15 years, thousands of businesses across the globe have relied on TIBCO technology to integrate their applications and ecosystems, analyze their data, and create real-time solutions. Learn how TIBCO turns data—big or small—into differentiation at www.tibco.com.</p>","TIBCO Meet-Up",201638141
